1,kid,1,640,333.54999999999995
1,mog,1,859.7,-89.75
1,imp,1,745.7,-89.75
2,kid,1,640,333.54999999999995
2,mog,1,859.7,-89.75
2,imp,1,745.7,-89.75
3,kid,1,640,330.7
3,mog,1,859.7,-89.75
3,imp,1,745.7,-89.75
4,kid,1,640,327.84999999999997
4,mog,1,859.7,-89.75
4,imp,1,745.7,-89.75
5,kid,1,640,325
5,mog,1,859.7,-89.75
5,imp,1,745.7,-89.75
6,kid,1,640,322.15
6,mog,1,859.7,-89.75
6,imp,1,745.7,-89.75
7,kid,1,640,319.29999999999995
7,mog,1,859.7,-89.75
7,imp,1,745.7,-89.75
8,kid,1,640,316.4
8,mog,1,859.7,-89.75
8,imp,1,745.7,-89.75
9,kid,1,640,313.54999999999995
9,mog,1,859.7,-89.75
9,imp,1,745.7,-89.75
10,kid,1,640,310.7
10,mog,1,859.7,-89.75
10,imp,1,745.7,-89.75
11,kid,1,640,307.84999999999997
11,mog,1,859.7,-89.75
11,imp,1,745.7,-89.75
12,kid,1,640,305
12,mog,1,859.7,-89.75
12,imp,1,745.7,-89.75
13,kid,1,640,302.15
13,mog,1,859.7,-89.75
13,imp,1,745.7,-89.75
14,kid,1,640,299.3
14,mog,1,859.7,-89.75
14,imp,1,745.7,-89.75
15,kid,1,640,296.4
15,mog,1,859.7,-89.75
15,imp,1,745.7,-89.75
16,kid,1,640,299.09999999999997
16,mog,1,859.7,-89.75
16,imp,1,745.7,-89.75
17,kid,1,640,301.75
17,mog,1,859.7,-89.75
17,imp,1,745.7,-89.75
18,kid,1,640,304.4
18,mog,1,859.7,-89.75
18,imp,1,745.7,-89.75
19,kid,1,640,307.09999999999997
19,mog,1,859.7,-89.75
19,imp,1,745.7,-89.75
20,kid,1,640,309.75
20,mog,1,859.7,-89.75
20,imp,1,745.7,-89.75
21,kid,1,640,312.4
21,mog,1,859.7,-89.75
21,imp,1,745.7,-89.75
22,kid,1,640,315.09999999999997
22,mog,1,859.7,-89.75
22,imp,1,745.7,-89.75
23,kid,1,640,317.75
23,mog,1,859.7,-89.75
23,imp,1,745.7,-89.75
24,kid,1,640,320.4
24,mog,1,859.7,-89.75
24,imp,1,745.7,-89.75
25,kid,1,640,323.09999999999997
25,mog,1,859.7,-89.75
25,imp,1,745.7,-89.75
26,kid,1,640,325.75
26,mog,1,859.7,-89.75
26,imp,1,745.7,-89.75
27,kid,1,640,328.4
27,mog,1,859.7,-89.75
27,imp,1,745.7,-89.75
28,kid,1,640,331.09999999999997
28,mog,1,859.7,-89.75
28,imp,1,745.7,-89.75
29,kid,1,640,333.75
29,mog,1,859.7,-89.75
29,imp,1,745.7,-89.75
30,kid,1,640,336.4
30,mog,1,859.7,-89.75
30,imp,1,745.7,-89.75
31,kid,1,640,333.75
31,mog,1,859.7,-89.75
31,imp,1,745.7,-89.75
32,kid,1,640,331.09999999999997
32,mog,1,859.7,-89.75
32,imp,1,745.7,-89.75
33,kid,1,640,328.4
33,mog,1,859.7,-89.75
33,imp,1,745.7,-89.75
34,kid,1,640,325.75
34,mog,1,859.7,-89.75
34,imp,1,745.7,-89.75
35,kid,1,640,323.09999999999997
