1,camera,528.2,527.75
2,camera,528.2,527.75
1,matt,418.95,504.05
2,matt,418.95,504.05
1,sara,641.4,515.55
2,sara,641.4,515.55
1,jen,512.45,809.6
2,jen,512.45,809.6
3,camera,528.2,527.75
3,matt,418.95,504.05
3,sara,641.4,515.55
3,jen,512.45,801.75
4,camera,528.2,527.75
4,matt,418.95,504.05
4,sara,641.4,515.55
4,jen,512.45,793.85
5,camera,528.2,527.75
5,matt,418.95,504.05
5,sara,641.4,515.55
5,jen,512.45,785.95
6,camera,528.2,527.75
6,matt,418.95,504.05
6,sara,641.4,515.55
6,jen,512.45,778.05
7,camera,528.2,527.75
7,matt,418.95,504.05
7,sara,641.4,515.55
7,jen,512.45,770.2
8,camera,528.2,527.75
8,matt,418.95,504.05
8,sara,641.4,515.55
8,jen,512.45,762.3
9,camera,528.2,527.75
9,matt,418.95,504.05
9,sara,641.4,515.55
9,jen,512.45,754.4
10,camera,528.2,527.75
10,matt,418.95,504.05
10,sara,641.4,515.55
10,jen,512.45,746.5
11,camera,528.2,527.75
11,matt,418.95,504.05
11,sara,641.4,515.55
11,jen,512.45,738.65
12,camera,528.2,527.75
12,matt,418.95,504.05
12,sara,641.4,515.55
12,jen,512.45,730.75
13,camera,528.2,527.75
13,matt,418.95,504.05
13,sara,641.4,515.55
13,jen,512.45,722.85
14,camera,528.2,527.75
14,matt,418.95,504.05
14,sara,641.4,515.55
14,jen,512.45,714.95
15,camera,528.2,527.75
15,matt,418.95,504.05
15,sara,641.4,515.55
15,jen,512.45,707.1
16,camera,528.2,527.75
16,matt,418.95,504.05
16,sara,641.4,515.55
16,jen,512.45,699.2
17,camera,528.2,527.75
17,matt,418.95,504.05
17,sara,641.4,515.55
17,jen,512.45,691.3
18,camera,528.2,527.75
18,matt,418.95,504.05
18,sara,641.4,515.55
18,jen,512.45,683.4
19,camera,528.2,527.75
19,matt,418.95,504.05
19,sara,641.4,515.55
19,jen,512.45,675.55
20,camera,528.2,527.75
20,matt,418.95,504.05
20,sara,641.4,515.55
20,jen,512.45,667.65
21,camera,528.2,527.75
21,matt,418.95,504.05
21,sara,641.4,515.55
21,jen,512.45,659.75
22,camera,528.2,527.75
22,matt,418.95,504.05
22,sara,641.4,515.55
22,jen,512.45,651.85
23,camera,528.2,527.75
23,matt,418.95,504.05
23,sara,641.4,515.55
