1,camera,173.05,317.1
2,camera,173.05,317.1
3,camera,173.05,317.1
4,camera,173.05,317.1
4,jen,374.3,386.85
5,camera,173.05,317.1
5,jen,374.3,385.05
6,camera,173.05,317.1
6,jen,374.3,383.2
7,camera,173.05,317.1
7,jen,374.3,381.4
8,camera,173.05,317.1
8,jen,374.3,379.6
9,camera,173.05,317.1
9,jen,374.3,377.75
10,camera,173.05,317.1
10,jen,374.3,375.95
11,camera,173.05,317.1
11,jen,374.3,374.1
12,camera,173.05,317.1
12,jen,374.3,372.3
13,camera,173.05,317.1
13,jen,374.3,370.5
14,camera,173.05,317.1
14,jen,374.3,368.65
15,camera,173.05,317.1
15,jen,374.3,366.85
16,camera,173.05,317.1
16,jen,374.3,366.85
17,camera,173.05,317.1
17,jen,378.7,366.85
18,camera,173.05,317.1
18,jen,383.05,366.85
19,camera,173.05,317.1
19,jen,387.45,366.85
20,camera,173.05,317.1
20,jen,391.8,366.85
21,camera,173.05,317.1
21,jen,396.2,366.85
22,camera,173.05,317.1
22,jen,400.55,366.85
23,camera,173.05,317.1
23,jen,404.95,366.85
24,camera,173.05,317.1
24,jen,409.3,366.85
25,camera,173.05,317.1
25,jen,413.7,366.85
26,camera,173.05,317.1
26,jen,418.05,366.85
27,camera,173.05,317.1
27,jen,422.4,366.85
28,camera,173.05,317.1
28,jen,426.8,366.85
29,camera,173.05,317.1
29,matt,320.95,386
29,jen,431.2,366.85
30,camera,173.05,317.1
30,matt,320.95,383
30,jen,435.55,366.85
31,camera,173.05,317.1
31,matt,320.95,380
31,jen,439.9,366.85
32,camera,173.05,317.1
32,matt,320.95,377
32,jen,444.3,366.85
33,camera,173.05,317.1
33,matt,320.95,374
33,jen,448.65,366.85
34,camera,173.05,317.1
34,matt,320.95,371
34,jen,453.05,366.85
35,camera,173.05,317.1
35,matt,320.95,368
35,jen,457.45,366.85
36,camera,173.05,317.1
36,matt,320.95,365
36,jen,461.8,366.85
37,camera,173.05,317.1
37,matt,320.95,362
37,jen,466.15,366.85
38,camera,173.05,317.1
38,matt,320.95,359
38,jen,470.55,366.85
39,camera,173.05,317.1
39,matt,320.95,356
39,jen,474.95,366.85
40,camera,173.05,317.1
40,matt,324.95,356
40,jen,479.3,366.85
41,camera,173.05,317.1
41,matt,328.95,356
41,jen,483.7,366.85
42,camera,173.05,317.1
42,matt,332.95,356
42,jen,488.05,366.85
43,camera,173.05,317.1
43,matt,336.95,356
43,jen,492.45,366.85
44,camera,173.05,317.1
44,matt,340.95,356
44,jen,496.8,366.85
45,camera,173.05,317.1
45,matt,344.95,356
45,jen,501.2,366.85
46,camera,173.05,317.1
46,matt,348.95,356
46,jen,505.55,366.85
47,camera,173.05,317.1
47,matt,352.95,356
47,jen,509.95,366.85
48,camera,173.05,317.1
48,matt,356.95,356
48,sara,317.35,395.5
48,jen,514.3,366.85
49,camera,173.05,317.1
49,matt,360.95,356
49,sara,317.35,393.15
49,jen,514.3,370.85
50,camera,173.05,317.1
50,matt,364.95,356
50,sara,317.35,390.85
50,jen,514.3,374.85
51,camera,173.05,317.1
51,matt,368.95,356
51,sara,317.35,388.5
51,jen,514.3,378.85
52,camera,173.05,317.1
52,matt,372.95,356
52,sara,317.35,386.15
52,jen,514.3,382.85
53,camera,173.05,317.1
53,matt,376.95,356
53,sara,317.35,383.85
53,jen,514.3,386.85
54,camera,173.05,317.1
54,matt,380.95,356
54,sara,317.35,381.5
54,jen,514.3,390.85
55,camera,173.05,317.1
55,matt,384.95,356
55,sara,317.35,379.15
55,jen,514.3,394.85
56,camera,173.05,317.1
56,matt,388.95,356
56,sara,317.35,376.85
56,jen,514.3,398.85
57,camera,173.05,317.1
57,matt,392.95,356
57,sara,317.35,374.5
57,jen,514.3,402.85
58,camera,173.05,317.1
58,matt,396.95,356
58,sara,317.35,372.15
58,jen,514.3,406.85
59,camera,173.05,317.1
59,matt,400.95,356
59,sara,317.35,369.85
59,jen,514.3,410.85
60,camera,173.05,317.1
60,matt,400.95,356
60,sara,317.35,367.5
60,jen,514.3,414.85
61,camera,173.05,317.1
61,matt,400.95,356
61,sara,317.35,365.15
61,jen,514.3,418.85
62,camera,173.05,317.1
62,matt,400.95,356
62,sara,317.35,362.85
62,jen,514.3,422.85
63,camera,173.05,317.1
63,matt,400.95,356
63,sara,317.35,360.5
63,jen,514.3,426.85
64,camera,173.05,317.1
64,matt,400.95,356
64,sara,319.35,360.5
64,jen,514.3,430.85
65,camera,173.05,317.1
65,matt,400.95,356
65,sara,321.35,360.5
65,jen,514.3,434.85
66,camera,173.05,317.1
66,matt,400.95,356
66,sara,323.35,360.5
66,jen,514.3,438.85
67,camera,173.05,317.1
67,matt,400.95,356
67,sara,325.35,360.5
67,jen,514.3,442.85
68,camera,173.05,317.1
68,matt,400.95,356
68,sara,327.35,360.5
68,jen,514.3,446.85
69,camera,173.05,317.1
69,matt,400.95,356
69,sara,329.35,360.5
69,jen,514.3,446.85
70,camera,173.05,317.1
70,matt,400.95,356
70,sara,331.35,360.5
70,jen,514.3,446.85
71,camera,173.05,317.1
71,matt,400.95,356
71,sara,333.35,360.5
71,jen,514.3,446.85
72,camera,173.05,317.1
72,matt,400.95,356
72,sara,335.35,360.5
72,jen,514.3,446.85
73,camera,173.05,317.1
73,matt,400.95,356
73,sara,337.35,360.5
73,jen,514.3,446.85
74,camera,173.05,317.1
74,matt,400.95,356
74,sara,339.35,360.5
74,jen,514.3,446.85
75,camera,173.05,317.1
75,matt,400.95,356
75,sara,341.35,360.5
75,jen,514.3,446.85
76,camera,173.05,317.1
76,matt,400.95,356
76,sara,343.35,360.5
76,jen,514.3,446.85
77,camera,173.05,317.1
77,matt,400.95,356
77,sara,345.35,360.5
77,jen,514.3,446.85
78,camera,173.05,317.1
78,matt,400.95,356
78,sara,347.35,360.5
78,jen,514.3,446.85
79,camera,173.05,317.1
79,matt,400.95,356
79,sara,347.35,360.5
79,jen,514.3,446.85
80,camera,173.05,317.1
80,matt,400.95,356
80,sara,347.35,360.5
80,jen,514.3,446.85
80,d:Matt: Great.  So now what?,0,0
80,d:Jen: Looks like a flat tire.,0,0
81,camera,173.05,317.1
81,matt,400.95,356
81,sara,347.35,360.5
81,jen,514.3,446.85
82,camera,173.05,317.1
82,matt,400.95,356
82,sara,347.35,360.5
82,jen,514.3,446.85
83,camera,173.05,317.1
83,matt,400.95,356
83,sara,347.35,360.5
83,jen,514.3,446.85
84,camera,173.05,317.1
84,matt,400.95,356
84,sara,347.35,360.5
84,jen,514.3,446.85
85,camera,173.05,317.1
85,matt,400.95,356
85,sara,347.35,360.5
85,jen,514.3,446.85
86,camera,173.05,317.1
86,matt,400.95,356
86,sara,347.35,358.5
86,jen,514.3,446.85
87,camera,173.05,317.1
87,matt,400.95,356
87,sara,347.35,356.5
87,jen,514.3,446.85
88,camera,173.05,317.1
88,matt,400.95,356
88,sara,347.35,354.5
88,jen,514.3,446.85
89,camera,173.05,317.1
89,matt,400.95,356
89,sara,347.35,352.5
89,jen,514.3,446.85
90,camera,173.05,317.1
90,matt,400.95,356
90,sara,347.35,350.5
90,jen,514.3,446.85
91,camera,173.05,317.1
91,matt,400.95,356
91,sara,347.35,348.5
91,jen,514.3,446.85
92,camera,173.05,317.1
92,matt,400.95,356
92,sara,347.35,346.5
92,jen,514.3,446.85
93,camera,173.05,317.1
93,matt,400.95,356
93,sara,347.35,344.5
93,jen,514.3,446.85
94,camera,173.05,317.1
94,matt,400.95,356
94,sara,347.35,342.5
94,jen,514.3,446.85
95,camera,173.05,317.1
95,matt,400.95,356
95,sara,347.35,340.5
95,jen,514.3,446.85
96,camera,173.05,317.1
96,matt,400.95,356
96,sara,347.35,340.5
96,jen,514.3,446.85
97,camera,173.05,317.1
97,matt,400.95,356
97,sara,347.35,340.5
97,jen,514.3,446.85
98,camera,173.05,317.1
98,matt,400.95,356
98,sara,347.35,340.5
98,jen,514.3,446.85
98,d:Sara: I guess we could just go up to that house and ask to use the phone. ,0,0
99,camera,173.05,317.1
99,matt,400.95,356
99,sara,347.35,340.5
99,jen,514.3,446.85
100,camera,173.05,317.1
100,matt,400.95,356
100,sara,347.35,340.5
100,jen,514.3,446.85
101,camera,173.05,317.1
101,matt,400.95,356
101,sara,347.35,340.5
101,jen,514.3,446.85
102,camera,173.05,317.1
102,matt,400.95,353.4
102,sara,347.35,340.5
102,jen,514.3,446.85
103,camera,173.05,317.1
103,matt,400.95,350.8
103,sara,347.35,340.5
103,jen,514.3,446.85
104,camera,173.05,317.1
104,matt,400.95,348.2
104,sara,347.35,340.5
104,jen,514.3,446.85
105,camera,173.05,317.1
105,matt,400.95,345.65
105,sara,347.35,340.5
105,jen,514.3,446.85
106,camera,173.05,317.1
106,matt,400.95,343.05
106,sara,347.35,340.5
106,jen,514.3,446.85
107,camera,173.05,317.1
107,matt,400.95,340.45
107,sara,347.35,340.5
107,jen,514.3,446.85
108,camera,173.05,317.1
108,matt,400.95,337.85
108,sara,347.35,340.5
108,jen,514.3,446.85
109,camera,173.05,317.1
109,matt,400.95,335.25
109,sara,347.35,340.5
109,jen,514.3,446.85
110,camera,173.05,317.1
110,matt,400.95,332.65
110,sara,347.35,340.5
110,jen,514.3,446.85
111,camera,173.05,317.1
111,matt,400.95,330.05
111,sara,347.35,340.5
111,jen,514.3,446.85
112,camera,173.05,317.1
112,matt,400.95,327.5
112,sara,347.35,340.5
112,jen,514.3,446.85
113,camera,173.05,317.1
113,matt,400.95,324.9
113,sara,347.35,340.5
113,jen,514.3,446.85
114,camera,173.05,317.1
114,matt,400.95,322.3
114,sara,347.35,340.5
114,jen,514.3,446.85
115,camera,173.05,317.1
115,matt,400.95,319.7
115,sara,347.35,340.5
115,jen,514.3,446.85
116,camera,173.05,317.1
116,matt,400.95,317.1
116,sara,347.35,340.5
116,jen,514.3,446.85
117,camera,173.05,317.1
117,matt,400.95,314.5
117,sara,347.35,340.5
117,jen,514.3,446.85
118,camera,173.05,317.1
118,matt,400.95,311.95
118,sara,347.35,340.5
118,jen,514.3,446.85
119,camera,173.05,317.1
119,matt,400.95,309.35
119,sara,347.35,340.5
119,jen,514.3,446.85
120,camera,173.05,317.1
120,matt,400.95,306.75
120,sara,347.35,340.5
120,jen,514.3,446.85
121,camera,173.05,317.1
121,matt,400.95,304.15
121,sara,347.35,340.5
121,jen,514.3,446.85
122,camera,173.05,317.1
122,matt,400.95,301.55
122,sara,347.35,340.5
122,jen,514.3,446.85
123,camera,173.05,317.1
123,matt,400.95,298.95
123,sara,347.35,340.5
123,jen,514.3,446.85
124,camera,173.05,317.1
124,matt,400.95,296.35
124,sara,347.35,340.5
124,jen,514.3,446.85
125,camera,173.05,317.1
125,matt,400.95,293.8
125,sara,347.35,340.5
125,jen,514.3,446.85
126,camera,173.05,317.1
126,matt,400.95,291.2
126,sara,347.35,340.5
126,jen,514.3,446.85
127,camera,173.05,317.1
127,matt,400.95,288.6
127,sara,347.35,340.5
127,jen,514.3,446.85
128,camera,173.05,317.1
128,matt,400.95,286
128,sara,347.35,340.5
128,jen,514.3,446.85
129,camera,173.05,317.1
129,matt,400.95,286
129,sara,347.35,340.5
129,jen,514.3,446.85
130,camera,173.05,317.1
130,matt,400.95,286
130,sara,347.35,340.5
130,jen,514.3,446.85
131,camera,173.05,317.1
131,matt,400.95,286
131,sara,347.35,340.5
131,jen,514.3,446.85
132,camera,173.05,317.1
132,matt,400.95,286
132,sara,347.35,340.5
132,jen,514.3,446.85
132,d:Matt: Are you sure someone lives there?  It looks like no ones driven down this road in years.,0,0
133,camera,173.05,317.1
133,matt,400.95,286
133,sara,347.35,340.5
133,jen,514.3,446.85
134,camera,173.05,317.1
134,matt,400.95,286
134,sara,347.35,340.5
134,jen,514.3,446.85
135,camera,173.05,317.1
135,matt,400.95,286
135,sara,347.35,340.5
135,jen,514.3,446.85
136,camera,173.05,317.1
136,matt,400.95,286
136,sara,347.35,340.5
136,jen,514.3,446.85
137,camera,173.05,317.1
137,matt,400.95,286
137,sara,347.35,340.5
137,jen,514.3,446.85
138,camera,173.05,317.1
138,matt,400.95,286
138,sara,347.35,340.5
138,jen,514.3,444.3
139,camera,173.05,317.1
139,matt,400.95,286
139,sara,347.35,340.5
139,jen,514.3,441.8
140,camera,173.05,317.1
140,matt,400.95,286
140,sara,347.35,340.5
