1;r:rain_clear;0;0
1;wxy:matt;515.95;781.55
1;wxy:sara;523.35;870.6
1;wxy:sandy;526.7;1089.45
1;camera;505.95;790.3
1;jen;506.4;826.9
1;matt;515.95;781.55
1;sara;523.35;870.6
1;sandy;526.7;1089.45
1;lannie;0;798.5
3;lannie;0;48.5
122;camera;505.95;786.9
122;matt;515.95;776.35
122;sara;523.35;865.9
122;sandy;526.7;1085.75
123;camera;505.95;783.5
123;matt;515.95;771.2
123;sara;523.35;861.25
123;sandy;526.7;1082
124;camera;505.95;780.1
124;matt;515.95;766
124;sara;523.35;856.55
124;sandy;526.7;1078.3
125;camera;505.95;776.75
125;matt;515.95;760.85
125;sara;523.35;851.85
125;sandy;526.7;1074.55
126;camera;505.95;773.35
126;matt;515.95;755.65
126;sara;523.35;847.15
126;sandy;526.7;1070.85
127;camera;505.95;769.95
127;matt;515.95;750.5
127;sara;523.35;842.45
127;sandy;526.7;1067.1
128;camera;505.95;766.55
128;matt;515.95;745.3
128;sara;523.35;837.8
128;sandy;526.7;1063.4
129;camera;505.95;763.15
129;matt;515.95;740.15
129;sara;523.35;833.1
129;sandy;526.7;1059.7
130;camera;505.95;759.75
130;matt;515.95;734.95
130;sara;523.35;828.4
130;sandy;526.7;1055.95
131;camera;505.95;756.35
131;matt;515.95;729.8
131;sara;523.35;823.75
131;sandy;526.7;1052.25
132;camera;505.95;752.95
132;matt;515.95;724.6
132;sara;523.35;819.05
132;sandy;526.7;1048.5
133;camera;505.95;749.6
133;matt;515.95;719.45
133;sara;523.35;814.35
133;sandy;526.7;1044.8
134;camera;505.95;746.2
134;matt;515.95;714.25
134;sara;523.35;809.65
134;sandy;526.7;1041.1
135;camera;505.95;742.8
135;matt;515.95;709.1
135;sara;523.35;804.95
135;sandy;526.7;1037.35
136;camera;505.95;739.4
136;matt;515.95;703.9
136;sara;523.35;800.3
136;sandy;526.7;1033.65
137;camera;505.95;736
137;matt;515.95;698.75
137;sara;523.35;795.6
137;sandy;526.7;1029.9
138;camera;505.95;732.6
138;matt;515.95;693.55
138;sara;523.35;790.9
138;sandy;526.7;1026.2
139;camera;505.95;729.2
139;matt;515.95;688.4
139;sara;523.35;786.2
139;sandy;526.7;1022.45
140;camera;505.95;725.85
140;matt;515.95;683.2
140;sara;523.35;781.55
140;sandy;526.7;1018.75
141;camera;505.95;722.45
141;matt;515.95;678
141;sara;523.35;776.85
141;sandy;526.7;1015.05
142;camera;505.95;719.05
142;matt;515.95;672.85
142;sara;523.35;772.15
142;sandy;526.7;1011.3
143;camera;505.95;715.65
143;matt;515.95;667.65
143;sara;523.35;767.5
143;sandy;526.7;1007.6
144;camera;505.95;712.25
144;matt;515.95;662.5
144;sara;523.35;762.8
144;sandy;526.7;1003.85
145;camera;505.95;708.85
145;matt;515.95;657.3
145;sara;523.35;758.1
145;sandy;526.7;1000.15
146;camera;505.95;705.5
146;matt;515.95;652.15
146;sara;523.35;753.4
146;sandy;526.7;996.45
147;camera;505.95;702.1
147;matt;515.95;646.95
147;sara;523.35;748.75
147;sandy;526.7;992.7
148;camera;505.95;698.7
148;matt;515.95;641.8
148;sara;523.35;744.05
148;sandy;526.7;989
149;camera;505.95;695.3
149;matt;515.95;636.6
149;sara;523.35;739.35
149;sandy;526.7;985.25
150;camera;505.95;691.9
150;matt;515.95;631.45
150;sara;523.35;734.65
150;sandy;526.7;981.55
151;camera;505.95;688.5
151;matt;515.95;626.25
151;sara;523.35;729.95
151;sandy;526.7;977.8
152;camera;505.95;685.1
152;matt;515.95;621.1
152;sara;523.35;725.3
152;sandy;526.7;974.1
153;camera;505.95;681.75
153;matt;515.95;615.9
153;sara;523.35;720.6
153;sandy;526.7;970.4
154;camera;505.95;678.35
154;matt;515.95;610.75
154;sara;523.35;715.9
154;sandy;526.7;966.65
155;camera;505.95;674.95
155;matt;515.95;605.55
155;sara;523.35;711.25
155;sandy;526.7;962.95
156;camera;505.95;671.55
156;matt;515.95;600.4
156;sara;523.35;706.55
156;sandy;526.7;959.2
157;camera;505.95;668.15
157;matt;515.95;595.2
157;sara;523.35;701.85
157;sandy;526.7;955.5
158;camera;505.95;664.75
158;matt;515.95;590
158;sara;523.35;697.15
158;sandy;526.7;951.8
159;camera;505.95;661.35
159;matt;515.95;584.85
159;sara;523.35;692.5
159;sandy;526.7;948.05
160;camera;505.95;657.95
160;matt;515.95;579.65
160;sara;523.35;687.8
160;sandy;526.7;944.35
161;camera;505.95;654.6
161;matt;515.95;574.5
161;sara;523.35;683.1
161;sandy;526.7;940.6
162;camera;505.95;651.2
162;matt;515.95;569.3
162;sara;523.35;678.4
162;sandy;526.7;936.9
163;camera;505.95;647.8
163;matt;515.95;564.15
163;sara;523.35;673.75
163;sandy;526.7;933.15
164;camera;505.95;644.4
164;matt;515.95;558.95
164;sara;523.35;669.05
164;sandy;526.7;929.45
165;camera;505.95;641
165;matt;515.95;553.8
165;sara;523.35;664.35
165;sandy;526.7;925.75
166;camera;505.95;637.6
166;matt;515.95;548.6
166;sara;523.35;659.65
166;sandy;526.7;922
167;camera;505.95;634.25
167;matt;515.95;543.45
167;sara;523.35;655
167;sandy;526.7;918.3
168;camera;505.95;630.85
168;matt;515.95;538.25
168;sara;523.35;650.3
168;sandy;526.7;914.55
169;camera;505.95;627.45
169;matt;515.95;533.1
169;sara;523.35;645.6
169;sandy;526.7;910.85
170;camera;505.95;624.05
170;matt;515.95;527.9
170;sara;523.35;640.9
170;sandy;526.7;907.1
171;camera;505.95;620.65
171;matt;515.95;522.7
171;sara;523.35;636.25
171;sandy;526.7;903.4
172;camera;505.95;617.25
172;matt;515.95;517.55
172;sara;523.35;631.55
172;sandy;526.7;899.7
173;camera;505.95;613.85
173;matt;515.95;512.35
173;sara;523.35;626.85
173;sandy;526.7;895.95
174;camera;505.95;610.5
174;matt;515.95;507.2
174;sara;523.35;622.15
174;sandy;526.7;892.25
175;camera;505.95;607.1
175;matt;515.95;502
175;sara;523.35;617.5
175;sandy;526.7;888.5
176;camera;505.95;603.7
176;matt;515.95;496.85
176;sara;523.35;612.8
176;sandy;526.7;884.8
177;camera;505.95;600.3
177;matt;515.95;491.65
177;sara;523.35;608.1
177;sandy;526.7;881.1
178;camera;505.95;596.9
178;matt;515.95;486.5
178;sara;523.35;603.4
178;sandy;526.7;877.35
179;camera;505.95;593.5
179;matt;515.95;481.3
179;sara;523.35;598.75
179;sandy;526.7;873.65
180;camera;505.95;590.1
180;matt;515.95;476.15
180;sara;523.35;594.05
180;sandy;526.7;869.9
181;camera;505.95;586.75
181;matt;515.95;470.95
181;sara;523.35;589.35
181;sandy;526.7;866.2
182;camera;505.95;583.35
182;matt;515.95;465.8
182;sara;523.35;584.65
182;sandy;526.7;862.45
183;camera;505.95;579.95
183;matt;515.95;460.6
183;sara;523.35;580
183;sandy;526.7;858.75
184;camera;505.95;576.55
184;matt;515.95;455.45
184;sara;523.35;575.3
184;sandy;526.7;855.05
185;camera;505.95;573.15
185;matt;515.95;450.25
185;sara;523.35;570.6
185;sandy;526.7;851.3
186;camera;505.95;569.75
186;matt;515.95;445.1
186;sara;525.3;567
186;sandy;526.7;847.6
187;camera;505.95;566.35
187;matt;515.95;439.9
187;sara;527.3;563.4
187;sandy;526.7;843.85
188;camera;505.95;563
188;matt;515.95;434.75
188;sara;529.25;559.8
188;sandy;526.7;840.15
189;camera;505.95;559.6
189;matt;515.95;429.55
189;sara;531.2;556.2
189;sandy;526.7;836.45
190;camera;505.95;556.2
190;matt;515.95;424.35
190;sara;533.2;552.55
190;sandy;526.7;832.7
191;camera;505.95;552.8
191;matt;515.95;419.2
191;sara;535.15;548.95
191;sandy;526.7;829
192;camera;505.95;549.4
192;matt;515.95;414
192;sara;537.1;545.35
192;sandy;526.7;825.25
193;camera;505.95;546
193;matt;515.95;408.85
193;sara;539.1;541.75
193;sandy;526.7;821.55
194;camera;505.95;542.6
194;matt;515.95;403.65
194;sara;541.05;538.15
194;sandy;526.7;817.85
195;camera;505.95;539.25
195;matt;515.95;398.5
195;sara;543;534.55
195;sandy;526.7;814.1
196;camera;505.95;535.85
196;matt;515.95;393.3
196;sara;545;530.95
196;sandy;526.7;810.4
197;camera;505.95;532.45
197;matt;515.95;388.15
197;sara;546.95;527.3
197;sandy;526.7;806.65
198;camera;505.95;529.05
198;matt;515.95;382.95
198;sara;548.9;523.7
198;sandy;526.7;802.95
199;camera;505.95;525.65
199;matt;515.95;377.8
199;sara;550.9;520.1
199;sandy;526.7;799.2
200;camera;505.95;522.25
200;matt;515.95;372.6
200;sara;552.85;516.5
200;sandy;526.7;795.5
201;camera;505.95;518.85
201;matt;515.95;367.45
201;sara;554.85;512.9
201;sandy;526.7;791.8
202;camera;505.95;515.5
202;matt;515.95;362.25
202;sara;556.8;509.3
202;sandy;526.7;788.05
203;camera;505.95;512.1
203;matt;515.95;357.1
203;sara;558.75;505.7
203;sandy;526.7;784.35
204;camera;505.95;508.7
204;matt;515.95;351.9
204;sara;560.75;502.1
204;sandy;526.7;780.6
205;camera;505.95;505.3
205;matt;515.95;346.75
